edition,book,letter,date,location,location_lat,location_long,location_count,topo_id,topo_count
phi0474.phi056.perseus-lat1,14,2,696,Thessalonica,40.634097,22.951647,1,29,6
phi0474.phi056.perseus-lat1,14,3,696,Dyrrhachium,41.314409,19.447355,4,,0
phi0474.phi056.perseus-lat1,14,4,696,Brundisium,40.638663,17.942912,19,37,27
phi0474.phi056.perseus-lat1,14,5,704,Athens,37.98,23.73,8,20,8
phi0474.phi056.perseus-lat1,14,6,706,Dyrrhachium,41.314409,19.447355,4,,0
phi0474.phi056.perseus-lat1,14,7,705,,,,91,,0
phi0474.phi056.perseus-lat1,14,8,707,Brundisium,40.638663,17.942912,19,37,27
phi0474.phi056.perseus-lat1,14,9,706,Brundisium,40.638663,17.942912,19,37,27
phi0474.phi056.perseus-lat1,14,10,707,Brindisium,40.638663,17.942912,1,37,27
phi0474.phi056.perseus-lat1,14,11,707,Brundisium,40.638663,17.942912,19,37,27
phi0474.phi056.perseus-lat1,14,12,706,Brundisium,40.638663,17.942912,19,37,27
phi0474.phi056.perseus-lat1,14,13,707,Brundisium,40.638663,17.942912,19,37,27
phi0474.phi056.perseus-lat1,14,14,705,Menturnis,41.242193,13.768467,1,,0
phi0474.phi056.perseus-lat1,14,15,707,Brundisium,40.638663,17.942912,19,37,27
phi0474.phi056.perseus-lat1,14,16,707,Brundisium,40.638663,17.942912,19,37,27
phi0474.phi056.perseus-lat1,14,17,706,Brundisium,40.638663,17.942912,19,37,27
phi0474.phi056.perseus-lat1,14,18,705,Formium,,,1,,0
phi0474.phi056.perseus-lat1,14,19,706,Brundisium,40.638663,17.942912,19,37,27
phi0474.phi056.perseus-lat1,14,20,707,,,,91,,0
phi0474.phi056.perseus-lat1,14,21,707,Brundisium,40.638663,17.942912,19,37,27
phi0474.phi056.perseus-lat1,14,22,707,Brundisium,40.638663,17.942912,19,37,27
phi0474.phi056.perseus-lat1,14,23,707,Brundisium,40.638663,17.942912,19,37,27
phi0474.phi056.perseus-lat1,14,24,707,Brundisium,40.638663,17.942912,19,37,27
phi0474.phi056.perseus-lat1,15,1,703,,,,91,,0
phi0474.phi056.perseus-lat1,15,2,703,,,,91,,0
phi0474.phi056.perseus-lat1,15,3,703,Iconium,37.872202,32.492331,1,,0
phi0474.phi056.perseus-lat1,15,4,703,Tarsium,,,5,,0
phi0474.phi056.perseus-lat1,15,5,704,Roma,41.53,12.3,231,,0
phi0474.phi056.perseus-lat1,15,6,704,Tarsium,,,5,,0
phi0474.phi056.perseus-lat1,15,7,703,,,,91,,0
phi0474.phi056.perseus-lat1,15,8,,,,,91,,0
phi0474.phi056.perseus-lat1,15,9,,,,,91,,0
phi0474.phi056.perseus-lat1,15,10,703,Tarsium,,,5,,0
phi0474.phi056.perseus-lat1,15,11,,,,,91,,0
phi0474.phi056.perseus-lat1,15,12,,,,,91,,0
phi0474.phi056.perseus-lat1,15,13,,,,,91,,0
phi0474.phi056.perseus-lat1,15,14,703,Alexandrium,,,1,,0
phi0474.phi056.perseus-lat1,15,15,707,Brundisium,40.638663,17.942912,19,37,27
phi0474.phi056.perseus-lat1,15,16,709,Roma,41.53,12.3,231,,0
phi0474.phi056.perseus-lat1,15,17,708,Roma,41.53,12.3,231,,0
phi0474.phi056.perseus-lat1,15,18,708,Roma,41.53,12.3,231,,0
phi0474.phi056.perseus-lat1,15,19,709,Brundisium,40.638663,17.942912,19,37,27
phi0474.phi056.perseus-lat1,15,20,710,Roma,41.53,12.3,231,,0
phi0474.phi056.perseus-lat1,15,21,707,Roma,41.53,12.3,231,,0
phi0474.phi056.perseus-lat1,16,1,704,Patra,38.248795,21.734916,2,,0
phi0474.phi056.perseus-lat1,16,2,704,Alyzia,38.713373,20.951657,2,29,6
phi0474.phi056.perseus-lat1,16,3,704,Alyzia,38.713373,20.951657,2,29,6
phi0474.phi056.perseus-lat1,16,4,704,,,,91,,0
phi0474.phi056.perseus-lat1,16,5,704,,,,91,,0
phi0474.phi056.perseus-lat1,16,6,704,Actium,38.92,20.8,1,29,6
phi0474.phi056.perseus-lat1,16,7,704,Corcyra,39.606285,19.91558,1,,0
phi0474.phi056.perseus-lat1,16,8,705,,,,91,,0
phi0474.phi056.perseus-lat1,16,9,704,Brundisium,40.638663,17.942912,19,37,27
phi0474.phi056.perseus-lat1,16,10,701,Maium,,,1,,0
phi0474.phi056.perseus-lat1,16,11,705,,,,91,,0
phi0474.phi056.perseus-lat1,16,12,705,Capua,41.086092,14.250207,1,37,27
phi0474.phi056.perseus-lat1,16,13,699,,,,91,,0
phi0474.phi056.perseus-lat1,16,14,701,,,,91,,0
phi0474.phi056.perseus-lat1,16,15,701,,,,91,,0
phi0474.phi056.perseus-lat1,16,16,701,,,,91,,0
phi0474.phi056.perseus-lat1,16,17,709,Astura,41.408855,12.765272,6,37,27
phi0474.phi056.perseus-lat1,16,18,707,Roma,41.53,12.3,231,,0
phi0474.phi056.perseus-lat1,16,19,709,,,,91,,0
phi0474.phi056.perseus-lat1,16,20,,,,,91,,0
phi0474.phi056.perseus-lat1,16,21,710,Athens,37.98,23.73,8,20,8
phi0474.phi056.perseus-lat1,16,22,709,Astura,41.408855,12.765272,6,37,27
phi0474.phi056.perseus-lat1,16,23,710,,,,91,,0
phi0474.phi056.perseus-lat1,16,24,710,Arpinatium,,,1,,0
phi0474.phi056.perseus-lat1,16,25,710,Athens,37.98,23.73,8,20,8
phi0474.phi056.perseus-lat1,16,26,710,,,,91,,0
phi0474.phi056.perseus-lat1,16,27,710,,,,91,,0
